Probe,Lab_Number,Prediction,Overall_Assessment_pred_file,Overall_Interpretation,Overall_Assessment_data
test,P2501357,0,0,"Lepkość w zakresie typowym dla klasy SAE 40. Wskaźnik lepkości na poziomie oczekiwanym. Temperatura zapłonu na bezpiecznym poziomie. Liczba zasadowa na bezpiecznym poziomie. Zawartość wody w normie. Nie stwierdzono niepokojąco podwyższonej zawartości cząstek zużyciowych. Własności dyspergujące w normie. Na widmie w podczerwieni nie stwierdzono zmian świadczących o zanieczyszczeniu oleju płynem chłodniczym. Nie stwierdzono niepokojąco podwyższonej zawartości pierwiastków świadczącej o zanieczyszczeniu oleju płynem chłodniczym. W badaniu chromatografii gazowej nie stwierdzono niepokojąco podwyższonej zawartości ON. 

Zalecenia i wnioski:

Oznaczone parametry mieszczą się w dopuszczalnych zakresach. Zalecana jest obserwacja zmian w kolejnych badaniach zgodnie z przyjętym harmonogramem diagnostyki.   ",W NORMIE
test,P2501401,2,2,"Lepkość w zakresie typowym dla klasy SAE 40. Wskaźnik lepkości na poziomie oczekiwanym dla oleju wielosezonowego. Temperatura zapłonu na dopuszczalnym poziomie. Liczba zasadowa na wysokim, bezpiecznym poziomie. Własności dyspergujące w normie. Zawartość stałych zanieczyszczeń na dopuszczalnym poziomie. Zawartość miedzi (oznaczona w badaniu pierwiastków, cząstki <5µm) znacznie podwyższona. Zawartość pozostałych oznaczonych pierwiastków zużyciowych oraz indeks PQ (informujący o zawartości cząstek ferromagnetycznych bez względu na rozmiar) w normie. Zawartość wody na dopuszczalnym poziomie. Podwyższona zawartość potasu, sodu oraz boru - sugeruje obecność płynu chłodniczego w dostarczonej próbce. Na widmie w podczerwieni stwierdzono pasma charakterystyczne dla zanieczyszczenia oleju płynem chłodniczym. W badaniu chromatografii gazowej stwierdzono lekko podwyższoną zawartość komponentów ON.



Zalecenia i wnioski:

Wyniki przeprowadzonych badań sugerują wymianę lub częściową wymianę oleju przeprowadzoną od poprzedniej analizy. Stwierdzona obecność płynu chłodniczego oraz wysoka zawartość miedzi mogą wynikać z wypłukiwanych pozostałości sprzed wymiany lub mogą świadczyć o trwającej awarii układu chłodzenia. Zalecana jest obserwacja zmian trendu w kolejnym badaniu po 100mth.",UWAGA
test,P2501450,0,0,"Oznaczona lepkość w normie dla oleju klasy SAE 40. Temperatura zapłonu w normie. Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarze <5 mikronów) w normie. Zawartość paliwa w normie. Własności dyspergujące w normie. Zawartość wody w normie. Liczba zasadowa na dobrym, wysokim poziomie.

Zalecenia i wnioski:

Przeprowadzić kolejne badanie zgodnie z przyjętym
harmonogramem diagnostyki.",W NORMIE
test,P2420003,0,0,"Lepkość mieści się w zakresie typowym dla klasy SAE 40. Wskaźnik lepkości na poziomie typowym dla oleju wielosezonowego. Liczba zasadowa na bezpiecznym poziomie. Własności dyspergujące w normie. Temperatura zapłonu na bezpiecznym poziomie. Zawartość cząstek zużyciowych mieści się w dopuszczalnym zakresie. Na widmie w podczerwieni nie stwierdzono charakterystycznych pasm świadczących o zanieczyszczeniu oleju płynem chłodniczym.  Zawartość wody w normie. W analizie chromatografii gazowej stwierdzono podwyższoną zawartość komponentów ON. 





Zalecenia i wnioski:

Oznaczone parametry mieszczą się w dopuszczalnych zakresach. Proszę obserwować zmiany w kolejnym badaniu zgodnie z przyjętym harmonogramem.   ",W NORMIE
test,P2420004,0,1,"Lepkość w zakresie typowym dla klasy SAE 40. Wskaźnik lepkości na poziomie typowym dla oleju wielosezonowego. Liczba zasadowa na wysokim, bezpiecznym poziomie. Własności dyspergujące lekko pogorszone. Temperatura zapłonu na bezpiecznym poziomie. Nie stwierdzono niepokojąco podwyższonej zawartości cząstek zużyciowych. Na widmie w podczerwieni nie stwierdzono zmian wskazujących na zanieczyszczenie oleju płynem chłodniczym. Zawartość wody w normie. W badaniu chromatografii gazowej stwierdzono podwyższoną zawartość komponentów ON.







Zalecenia i wnioski:

Olej kwalifikuje się do dalszej eksploatacji, jednak zalecana jest obserwacja zmian w kolejnym badaniu nie później niż po 500mth.   ",WSKAZÓWKA
test,P2420464,0,0,"Wszystkie oznaczone parametry w normie.

Zalecenia i wnioski:

Przeprowadzić kolejne badanie zgodnie z  harmonogramem diagnostyki płynu. ",W NORMIE
test,P2420477,0,1,"Lepkość zgodna dla klasy SAE 40. Widmo podczerwieni FTIR obniżone, co jest typowe dla silników diesla przez obecność sadzy w oleju. Nie wykazuje pasm charakterystycznych dla zanieczyszczenia wodą. Liczba zasadowa na akceptowalnym poziomie. Zawartość wody w niskim jak dla olejów silnikowych zakresie. Zawartość paliwa lekko podwyższona. Własności dyspergujące prawidłowe. Temperatura zapłonu w normie. Zawartość zanieczyszczeń oznaczonych w badaniu pierwiastków (cząstki <5 mikronów) w zakresie prawidłowym. Poziom produktów zużycia (cząstki <5 mikronów) oznaczonych w badaniu pierwiastków w normie. Indeks PQ, informujący o zawartości cząstek ferromagnetycznych (bez względu na rozmiar) w normie. 

Wnioski i zalecenia:

Obserwować trend w kolejnych badaniach. Następną analizę przeprowadzić zgodnie z przyjętym harmonogramem diagnostyki olejowej. ",WSKAZÓWKA
test,P2420488,1,1,"Oznaczona lepkość w normie dla oleju klasy SAE 30. Liczba zasadowa w normie. Temperatura zapłonu bliska granicy akceptowalnego zakresu. Zawartość potasu podwyższona, może wskazywać na zanieczyszczenie płynem chłodniczym lub/i pyłem z otoczenia. Na widmie w podczerwieni nie stwierdzono charakterystycznych zmian świadczących o zanieczyszczeniu oleju płynem chłodniczym. Podwyższona zawartość glinu. Poziom pozostałych metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarach <5µm) w normie.

Zalecenia i wnioski:

Skontrolować szczelność układu. Wykonać kolejne badanie za 500 mth pracy silnika w celu śledzenia trendu zmian zużycia.",WSKAZÓWKA
test,P2420124,2,1,"Lepkość mieści się w zakresie typowym dla klasy SAE 40. Wskaźnik lepkości w zakresie typowym dla oleju wielosezonowego, jednak lekko poniżej wartości oczekiwanej. Liczba zasadowa na bezpiecznym poziomie. Własności dyspergujące w normie. Temperatura zapłonu na dopuszczalnym poziomie. Zawartość cząstek zużyciowych wzrosła lekko w porównaniu do poprzedniego badania, mieści się w dopuszczalnym zakresie. Czytelność widma w podczerwieni jest znacznie pogorszona ze względu na zawartość sadzy. Zawartość potasu oraz sodu w trendzie rosnącym - prawdopodobnie jest to pochodna zanieczyszczenia płynem chłodniczym lub/i pyłem z otoczenia. Zawartość wody w normie. W analizie chromatografii gazowej stwierdzono podwyższoną zawartość komponentów ON.   





Zalecenia i wnioski:

Zalecany jest wzmożony monitoring zmian trendu w kolejnych analizach. Proszę wykonać kolejne badanie nie później niż po 500mth. ",WSKAZÓWKA
test,P2421395,2,2,"Lepkość poniżej zakresu typowego dla klasy SAE 40. Temperatura zapłonu na granicy zakresu akceptowalnego. W porównaniu do poprzednich badań stwierdzono skokowy przyrost zawartości miedzi, lekki przyrost zawartości cyny. Zawartość pozostałych oznaczonych pierwiastków zużyciowych w normie. Na widmie w podczerwieni nie stwierdzono charakterystycznych zmian świadczących o zanieczyszczeniu oleju płynem chłodniczym. Nie stwierdzono niepokojąco podwyższonej zawartości pierwiastków typowych dla zanieczyszczenia oleju płynem chłodniczym. Zawartość wody w normie. Liczba zasadowa na wysokim, bezpiecznym poziomie. Własności dyspergujące w normie. Podwyższona zawartość ON oznaczona w badaniu chromatografii gazowej.



Zalecenia i wnioski:

Wysoka zawartość miedzi może wskazywać na zaawansowaną pasywację w obrębie układu chłodzenia lub/i intensywny przebieg procesów zużycia smarowanych elementów. Wskazana wymiana oleju na świeży.  Proszę wykonać kolejne badanie nie później niż po 500mth od przeprowadzeniu działań korygujących. ",UWAGA
test,P2421459,2,1,"Lepkość zgodna z klasą SAE 30. Liczba zasadowa na bezpiecznym poziomie. Zawartość stałych ciał obcych w normie. Widmo podczerwieni nie wskazuje na zanieczyszczenie oleju płynem chłodniczym. Właściwości dyspergujące prawidłowe. Temperatura zapłonu w nomie. Zawartość zanieczyszczeń oznaczonych w badaniu pierwiastków (cząstki <5 mikronów) w normie. Zawartość wody w zakresie prawidłowym. Wysoka zawartość miedzi. Poziom pozostałych cząstek zużyciowych (<5 mikronów) w zakresie akceptowalnym. Indeks PQ, informujący o zawartości cząstek ferromagnetycznych ( bez względu na rozmiar) w normie. 

Wnioski i zalecenia:

Wysoka zawartość miedzi może wskazywać na występujący proces korozji chłodnicy lub wynikać z krótkiego całkowitego czasu pracy silnika. Obserwować trend w kolejnych badaniach. Następną analizę przeprowadzić po 500 mth. ",WSKAZÓWKA
test,P2420346,2,2,"Lepkość poniżej zakresu typowego dla klasy SAE 40. Temperatura zapłonu obniżona. Oznaczony pakiet dodatków jest typowy dla oleju Lotos Diesel Classic CF-4 SAE 15W-40. Zawartość cząstek zużyciowych mieści się w dopuszczalnym zakresie, stwierdzono lekki przyrost w porównaniu do poprzednich analiz. Na widmie w podczerwieni nie stwierdzono charakterystycznych zmian świadczących o zanieczyszczeniu oleju płynem chłodniczym. Nie stwierdzono niepokojącego przyrostu zawartości pierwiastków typowych dla zanieczyszczenia oleju płynem chłodniczym. 



Zalecenia i wnioski:

Wskazana jest wymiana oleju na świeży, kontrola stanu układu doprowadzania paliwa. Proszę wykonać kolejne badanie po przeprowadzeniu działań korygujących. ",UWAGA
test,P2420346,2,2,"Lepkość poniżej zakresu typowego dla klasy SAE 40. Wskaźnik lepkości poniżej wartości oczekiwanej. Temperatura zapłonu obniżona. Oznaczony pakiet dodatków jest typowy dla oleju Lotos Diesel Classic CF-4 SAE 15W-40. Zawartość cząstek zużyciowych mieści się w dopuszczalnym zakresie, stwierdzono lekki przyrost w porównaniu do poprzednich analiz. Na widmie w podczerwieni nie stwierdzono charakterystycznych zmian świadczących o zanieczyszczeniu oleju płynem chłodniczym. Nie stwierdzono niepokojącego przyrostu zawartości pierwiastków typowych dla zanieczyszczenia oleju płynem chłodniczym. Własności dyspergujące w normie. Zawartość wody w zakresie granicznym. W badaniu chromatografii gazowej stwierdzono wysoką zawartość komponentów ON. Liczba zasadowa na bezpiecznym poziomie.



Zalecenia i wnioski:

Wskazana jest wymiana oleju na świeży, kontrola stanu układu doprowadzania paliwa. Proszę wykonać kolejne badanie po przeprowadzeniu działań korygujących. ",UWAGA
test,P2420346,2,2,"Lepkość poniżej zakresu typowego dla klasy SAE 40. Temperatura zapłonu obniżona. Oznaczony pakiet dodatków jest typowy dla oleju Lotos Diesel Classic CF-4 SAE 15W-40. Zawartość cząstek zużyciowych mieści się w dopuszczalnym zakresie, stwierdzono lekki przyrost w porównaniu do poprzednich analiz. Na widmie w podczerwieni nie stwierdzono charakterystycznych zmian świadczących o zanieczyszczeniu oleju płynem chłodniczym. Nie stwierdzono niepokojącego przyrostu zawartości pierwiastków typowych dla zanieczyszczenia oleju płynem chłodniczym. 



Zalecenia i wnioski:

Wskazana jest wymiana oleju na świeży, kontrola stanu układu doprowadzania paliwa. Proszę wykonać kolejne badanie po przeprowadzeniu działań korygujących. ",UWAGA
test,P2420346,2,2,"Lepkość poniżej zakresu typowego dla klasy SAE 40. Wskaźnik lepkości poniżej wartości oczekiwanej. Temperatura zapłonu obniżona. Oznaczony pakiet dodatków jest typowy dla oleju Lotos Diesel Classic CF-4 SAE 15W-40. Zawartość cząstek zużyciowych mieści się w dopuszczalnym zakresie, stwierdzono lekki przyrost w porównaniu do poprzednich analiz. Na widmie w podczerwieni nie stwierdzono charakterystycznych zmian świadczących o zanieczyszczeniu oleju płynem chłodniczym. Nie stwierdzono niepokojącego przyrostu zawartości pierwiastków typowych dla zanieczyszczenia oleju płynem chłodniczym. Własności dyspergujące w normie. Zawartość wody w zakresie granicznym. W badaniu chromatografii gazowej stwierdzono wysoką zawartość komponentów ON. Liczba zasadowa na bezpiecznym poziomie.



Zalecenia i wnioski:

Wskazana jest wymiana oleju na świeży, kontrola stanu układu doprowadzania paliwa. Proszę wykonać kolejne badanie po przeprowadzeniu działań korygujących. ",UWAGA
test,P2420404,2,2,"Oznaczona lepkość w zakresie typowym dla klasy SAE 40. Wskaźnik lepkości jest typowy dla olejów wielosezonowych. Liczba zasadowa na bezpiecznym poziomie. Własności dyspergujące na akceptowalnym poziomie. Temperatura zapłonu znacznie obniżona. Zawartość cząstek zużyciowych (oznaczona w badaniu pierwiastków, cząstki o rozmiarach <5µm) oraz indeks PQ (informujący o zawartości cząstek ferromagnetycznych niezależnie od rozmiaru) wzrosły w porównaniu do poprzedniej analizy, nie krytycznie. Na widmie w podczerwieni stwierdzono charakterystyczne pasma świadczące o zanieczyszczeniu oleju płynem chłodniczym. Wysoka zawartość sodu, potasu oraz boru wskazuje na zanieczyszczenie oleju płynem chłodniczym. Zawartość wody na akceptowalnym poziomie. w badaniu chromatografii gazowej stwierdzono lekko podwyższoną zawartość komponentów ON.



Zalecenia i wnioski:

Wskazana jest kontrola stanu układu chłodzenia. Olej nie kwalifikuje się do dalszej eksploatacji. Proszę wykonać kolejne badanie po przeprowadzeniu działań korygujących.  ",UWAGA
test,P2420460,0,0,"Zawartość zanieczyszczeń (cząstki <5 mikronów) oznaczonych w badaniu pierwiastków w normie. Poziom metalicznych cząstek (<5 mikronów) oznaczonych w badaniu pierwiastków w zakresie akceptowalnym. Podwyższona zawartość ołowiu pochodzi z paliwa lotniczego, jest to normalne zjawisko dla tłokowych silników lotniczych. 

Wnioski i zalecenia:

Obserwować trend w kolejnych badaniach. Następną analizę przeprowadzić zgodnie z harmonogramem diagnostyki olejowej. ",W NORMIE
test,P2420480,0,0,"Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarze <5 mikronów) w normie. Wysoki poziom ołowiu pochodzi z paliwa lotniczego i jest to sytuacja normalna dla tego typu lotniczych silników tłokowych.

Wnioski i zalecenia: Przeprowadzić kolejne badanie zgodnie z harmonogramem diagnostyki olejowej.",W NORMIE
test,P2420484,2,2,"Oznaczona lepkość w normie dla oleju klasy SAE 30. Temperatura zapłonu w normie. Liczba zasadowa na bezpiecznym poziomie, w trendzie malejącym. Podwyższona zawartość glinu oraz miedzi. Pozostałe oznaczone pierwiastki zużyciowe na dopuszczalnym poziomie. Podniesiona zawartość potasu i krzemu, zaobserwowano znaczny wzrost, może wskazywać na zanieczyszczenie oleju płynem chłodniczym. Na widmie w podczerwieni nie stwierdzono charakterystycznych zmian świadczących o zanieczyszczeniu oleju płynem chłodniczym.

Zalecenia i wnioski:

Proszę przeprowadzić inspekcję wewnętrzną pod kątem wykrytych pierwiastków. Skontrolować szczelność układu. Wykonać kolejne badanie po przeprowadzeniu zabiegów korygujących.",UWAGA
test,P2420485,2,2,"Oznaczona lepkość w normie dla oleju klasy SAE 30. Temperatura zapłonu w normie. Liczba zasadowa na bezpiecznym poziomie. Podwyższona zawartość glinu, znaczący wzrost. Pozostałe oznaczone pierwiastki zużyciowe na dopuszczalnym poziomie. Podniesiona zawartość potasu i krzemu, zaobserwowano znaczny wzrost, może wskazywać na zanieczyszczenie oleju płynem chłodniczym. Na widmie w podczerwieni nie stwierdzono charakterystycznych zmian świadczących o zanieczyszczeniu oleju płynem chłodniczym.

Zalecenia i wnioski:

Przeprowadzić inspekcję wewnętrzną pod kątem wykrytych pierwiastków. Skontrolować szczelność układu pod kątem przedostawania się płynu chłodniczego. Wykonać kolejne badanie po przeprowadzeniu zabiegów korygujących.",UWAGA
